name,specification,stock,price_tier_1,,price_tier_2,,price_tier_3,,distributor_price
ОЭСДН LOST MARY PUFFBALL 30000 затяжек [интерактивный дисплей],ЧАЙ СО ЛЬДОМ ЛИМОН ЛАЙМ,,860,,850,,840,,
ОЭСДН LOST MARY PUFFBALL 30000 затяжек [интерактивный дисплей],ЧЕРНАЯ МЯТА ЛЕД,,860,,850,,840,,
ОЭСДН LOST MARY х FUNKY LANDS 30000 КРЕПКИЙ [дисплей],КИТАЙСКИЙ ЗЕЛЕНЫЙ ЧАЙ,,740,,730,,720,,
ОЭСДН LOST MARY х FUNKY LANDS 30000 КРЕПКИЙ [дисплей],ЛИМОН ЛАЙМ ГРЕЙПФРУТ,,740,,730,,720,,
ОЭСДН LOST MARY х FUNKY LANDS 30000 КРЕПКИЙ [дисплей],ЛИМОН ЛАЙМ ЧАЙ СО ЛЬДОМ,,740,,730,,720,,
ОЭСДН LOST MARY х FUNKY LANDS 30000 КРЕПКИЙ [дисплей],ЧЕРНИКА РОЗА МЯТА,,740,,730,,720,,
"ОЭСДН БЕЗДЫМНЫЙ LOST MARY х FUNKY LANDS SONIC-X 30000 [регулировка кислинки,сладости и насыщенности]",МЯТА,,840,,830,,820,,
ОЭСДН M.Y HAPPY TANK 21000 затяжек [турбо режим],КИСЛОЕ ЯБЛОКО ЛЕД,,350,,340,,330,,
ОЭСДН M.Y HAPPY TANK 21000 затяжек [турбо режим],КОЛА ЛЕД,,350,,340,,330,,
ОЭСДН M.Y HAPPY TANK 21000 затяжек [турбо режим],МЯТА,,350,,340,,330,,
ОЭСДН MASKKING EXTRE 100 000 затяжек [режим BOOST],МАЙАМСКАЯ МЯТА,,780,,770,,760,,
ОЭСДН MASKKING EXTRE 100 000 затяжек [режим BOOST],МОРОЗНАЯ МЯТА,,780,,770,,760,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],BLUEBERRY RASPBERRY & LEMON LIME,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],BLUEBERRY SOUR RASPBERRY & BLUE RASPBERRY GB,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],BLUEBERRY SOUR RASPBERRY & MR.BLUE,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],CHERRY BLAST & BLUEBERRY CHERRY CRANBERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],CHERRY ICE & BLUEBERRY RASPBERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],FIZZY PINEAPPLE & BLUEBERRY SOUR RASPBERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],FRESH STRAWBERRY & GRAPE BBG,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],GRAPE BBG & BLUEBERRY CHERRY CRANBERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],HUHUBABA & BRU FIZZ,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],HUHUBABA & SOUR BBG,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],MR.BLUE & LEMON LIME,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],PINEAPPLE ICE & LEMON LIME,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],PINEAPPLE ICE & STRAWBERRY RASPBERRY CHERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],SWEET BLUEBERRY & BLUEBERRY RASPBERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],SWEET STRAWBERRY & CHERRY ICE,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],SWEET STRAWBERRY & STRAWBERRY RASPBERRY CHERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],TRIPLE GRAPE & WATERMELON BREEZE,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],WATERMELON & BLUEBERRY SOUR RASPBERRY,,440,,430,,420,,
ОЭСДН MAXGO (by RELX) 33000 затяжек [2 в 1],WATERMELON & STRAWBERRY WATERMELON,,440,,430,,420,,
ОЭСДН MOBO 18000 затяжек [дисплей],COOL MINT,,390,,380,,370,,
ОЭСДН MOBO 18000 затяжек [дисплей],SOUR APPLE ICE,,390,,380,,370,,
ОЭСДН MOBO 18000 затяжек [дисплей],STRAWNANA,,390,,380,,370,,
"ОЭСДН MOGOKIN MO 22000 затяжек [турбо режим,экран]",МЕНТОС,,370,,360,,350,,
"ОЭСДН MOGOKIN MO 22000 затяжек [турбо режим,экран]",ПИНА КОЛАДА,,370,,360,,350,,
ОЭСДН MOJI ULTRA 1200 затяжек 6%,ТИРАМИСУ,,75,,70,,65,,
ОЭСДН MOJI ULTRA 2200 затяжек,МАЛИНОВЫЙ МИЛКШЕЙК,,95,,85,,75,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",АРБУЗ ДЫНЯ,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",АРБУЗ ЛЕД,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",ВИНОГРАД ЛЕД,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",ВИШНЯ КОЛА,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",ВИШНЯ ЛЕД,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",ГРАНАТ СМОРОДИНА,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",КЛУБНИКА КИВИ,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",КЛУБНИКА МАРАКУЙЯ ГУАВА,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",КЛЮКВА ВИНОГРАД,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",МАНГО АНАНАС АПЕЛЬСИН,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",МАНГО ЛЕД,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",РОЗОВЫЙ ЛИМОНАД,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",ФРУКТОВЫЙ МИКС,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",ЧЕРНИКА МАЛИНА,,490,,480,,470,,
"Одноразовый испаритель MOSMO SAGE 40000 затяжек [дисплей,перезаряжаемый]",ЭНЕРГЕТИК СМОРОДИНА,,490,,480,,470,,
ОЭСДН MOSMO LUX 20000 затяжек [дисплей],АНАНАС КЛУБНИКА МЯТА,,400,,390,,380,,
ОЭСДН MOSMO LUX 20000 затяжек [дисплей],БАБЛ ГАМ,,400,,390,,380,,
ОЭСДН MOSMO LUX 20000 затяжек [дисплей],МАНГО ЛЕД,,400,,390,,380,,
ОЭСДН MOSMO LUX 20000 затяжек [дисплей],МАНГО ПЕРСИК,,400,,390,,380,,
ОЭСДН MOSMO LUX 20000 затяжек [дисплей],ПЕРСИК ЛЕД,,400,,390,,380,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],АНАНАСОВЫЙ ЛИМОНАД,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],АРБУЗ ЛЕД,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],АРБУЗ МАЛИНА,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],ВИНОГРАД ЛЕД,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],ВИШНЯ МАЛИНА,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],КИВИ МАРАКУЙЯ ГУАВА,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],КЛУБНИКА АРБУЗ,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],КЛУБНИКА БАНАН,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],КЛУБНИКА ВИШНЯ,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],КЛУБНИКА КИВИ,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],КЛУБНИКА ЛЕД,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],КЛУБНИКА МАНГО,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],МАЛИНА ЭНЕРГЕТИК,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],МАНГО ЛЕД,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],МАНГО ПЕРСИК АРБУЗ,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],МЯТА АПЕЛЬСИН ЛИМОН,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],ПЕРСИК,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],ФРУКТЫ МИКС,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],ЧЕРНИКА ЛЕД,,450,,440,,430,,
ОЭСДН MOSMO STORM X 30000 затяжек [кальянная тяга],ЧЕРНИКА МАЛИНА ЛЕД,,450,,440,,430,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],LOVE 66,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],АНАНАСОВАЯ ФАНТАЗИЯ,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],АРБУЗ ЛЕД,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ИРЛАНДСКИЙ ПЕРСИК,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ЛЕТНЯЯ МЕЧТА,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ЛИМОН ЛАЙМ,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],МАНГО,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ТРОЙНАЯ МЯТА,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ЧЕРНИКА ВИШНЯ,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ЧЕРНИКА ЛЕД,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ЧЕРНИКА ЛИМОНАД,,420,,410,,400,,
ОЭСДН MOSMO STORM X MAX 16000 затяжек [кальянная тяга],ЯБЛОКО МОХИТО,,420,,410,,400,,
ОЭСДН MOSMO VD 18000 затяжек,ЧЕРНИКА ЛЕД,,310,,300,,290,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],ENERGY DRINK,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],HONEYDEW MELON,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],MANGO BLACKCURRANT,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],MIRINDA,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],PREMIUM LEMONADE,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],RASPBERRY JAM,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],SPEARMINT BUBBLEGUM,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],STRAWBERRY POMEGRANAT,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],TROPICAL MIX,,300,,290,,280,,
ОЭСДН NARCOZ U-BAR 15000 затяжек [индикатор заряда],VITAMIN CANDY,,300,,290,,280,,
ОЭСДН NEXA PRO 30000 затяжек [экран],BLUE RAZZ ICY,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],FROZEN STRAWBERRY,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],KIWI SUNSHINE,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],MEXICO MANGO,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],MIAMI MINT,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],PEACH MANGO WATERMELON,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],PINK LEMON,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],SOUR APPLE ICY,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],STRAWBERRY KIWI,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],STRAWBERRY WATERMELON PEAR,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],TROPICAL TWIST,,430,,420,,410,,
ОЭСДН NEXA PRO 30000 затяжек [экран],WATERMELON ICY,,430,,420,,410,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",BLUEBERRY ICE,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",BLUEBERRY SOUR RASPBERRY,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",BLUEBERRY WATERMELON,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",CHERRY COLA,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",CHERRY LEMON,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",CRANBERRY GRAPE,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",FIZZY PEACH ICE,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",GUAVA BLUE RAZZ,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",GUMMY BEAR ICE,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",KIWI PASSIONFRUIT GUAVA,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",LEMON LIME ICE,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",MEXICAN MANGO,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",PEACH BERRY,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",STRAWBERRY ICE,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",STRAWBERRY KIWI,,440,,430,,420,,
"ОЭСДН OVNS 45000 затяжек [3D,индикатор жидкости и заряда]",STRAWBERRY WATERMELON ICE,,440,,430,,420,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",ВИШНЯ ЛИМОН,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",КИСЛАЯ КРАСНАЯ СМОРОДИНА,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",КИСЛОЕ ЯБЛОКО,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",КИСЛЫЕ ЛЕСНЫЕ ЯГОДЫ,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",КЛЮКВА ВИНОГРАД,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",МУЛЬТИФРУКТ,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",РОЗОВЫЙ ВИНОГРАД,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",ЧЕРНИКА МАЛИНА ЛЕД,,390,,380,,370,,
"ОЭСДН PRAZE H20000 затяжек [2 режима,индикатор]",ЧЕРНИКА ЧЕРНАЯ СРОРОДИНА,,390,,380,,370,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",АЛОЭ ЧЕРНАЯ СМОРОДИНА [ALOE BLACKGURANT],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",АНАНАСОВО КОКОСОВОЕ МОЛОКО [PINEAPPLE COCONUT MILK],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",АПЕЛЬСИН ЛИМОН [LEMON ORANGE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",АРБУЗНЫЙ ЛЕД [WATERMELON ICE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",БАНАНОВОЕ МОЛОКО [BANANA MILK],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ВАНИЛЬНОЕ МОРОЖЕНОЕ [VANILLA ICE CREAM],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ВОДА [CLEAR],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",КИВИ МАРАКУЙЯ ГУАВА [KIWI PASSION GUAVA],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",КИСЛОЕ ЯБЛОКО [SOUR APPLE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",КИСЛЫЙ АНАНАС [SOUR PINEAPPLE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",КЛУБНИКА АРБУЗ [STRAWBERRY WATERMELON],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ЛЕДЯНАЯ КОЛА [COLA ICE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ЛЕДЯНАЯ ЧЕРНИКА [BLUEBERRY ICE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ЛЕДЯНОЙ ВИНОГРАД [GRAPE ICE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",МАРАКУЙЯ УЛУН [PASSION FRUIT OOLONG],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",МУЛЬТИФРУКТОВЫЙ СОК [MIXED JUICE],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",МЯТНЫЙ МЕНТОС [MENTOS MINT],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ПЕРСИК МАНГО АРБУЗ [PEACH MANGO WATERMELON],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ТАБАК [TOBACCO],,310,,300,,290,,
"ОЭСДН PUFFMI DUMESH 10000 затяжек [дисплей,перезаряжаемый]",ЭНЕРГЕТИЧЕСКИЙ ВЗРЫВ [ENERGY BOOM],,310,,300,,290,,
"ОЭСДН PUFFMI DURA 18000 затяжек [дисплей,индикатор жидкости и заряда]",ЧЕРНЫЙ ЧАЙ С ЛИМОНОМ,,390,,380,,370,,
ОЭСДН PUFFMI FLORA 25000 затяжек,АНАНАСОВО АРБУЗНАЯ КОНФЕТА,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,АНАНАСОВЫЙ ЛИМОНАД,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ВАНИЛЬНОЕ МОРОЖЕНОЕ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ВИНОГРАД КЛЮКВА,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ВИНОГРАД МЕДОВАЯ ДЫНЯ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ВИШНЯ ЛИМОН,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ГРАНАТОВЫЙ СОК,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ДВОЙНОЕ ЯБЛОКО,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ЗЕЛЕНЫЙ ЧАЙ С МАРАКУЙЕЙ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ЙОГУРТ ДЫНЯ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,КИСЛАЯ АРБУЗНАЯ ЖВАЧКА,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,КЛУБНИКА КИВИ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,КРАСНЫЙ ГРЕЙПФРУТ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ЛАЙМОВО МЯТНЫЙ ЭНЕРГЕТИК,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,МОХИТО ЛИЧИ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,МЯТНЫЙ МЕНТОС,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,СЛАДКАЯ ВАТА С ЛЕСНЫМИ ЯГОДАМИ,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,СОЧНЫЙ ПЕРСИК,,915,,905,,895,,
ОЭСДН PUFFMI FLORA 25000 затяжек,ЧЕРНИЧНО РОЗОВЫЙ ЛИМОНАД,,915,,905,,895,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",АПЕЛЬСИН КИВИ,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ВИШНЯ ЛИМОН,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ЕЖЕВИКА СОДА,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",КИСЛЫЙ АНАНАС,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",КЛУБНИКА КИВИ,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",КЛЮКВА ВИНОГРАД,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",КРАСНЫЙ ГРЕЙПФРУТ,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ЛЕДЯНАЯ МЯТА,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ЛЕСНЫЕ ЯГОДЫ КЛУБНИКА,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ЛИМОННАЯ СОДА МАРАКУЙЯ,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",МЯТНЫЙ ЛАЙМ,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ЧЕРЕШНЯ,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ЧЕРНИКА МАЛИНА,,900,,890,,880,,
"ОЭСДН PUFFMI MOSH 40000 затяжек [дисплей,перезаряжаемый]",ЯБЛОКО ПЕРСИК,,900,,890,,880,,
ОЭСДН PUFFMI PURE 12000 затяжек,ACAI PEACH PITAYA,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,APPLE GUAVA,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,APPLE PEAR,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,CHERRY PEACH LEMON,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,GINGER BEER,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,GREEN MANGO,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,LEMON MINT,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,MANGO GUAVA,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,MATCHA MINT ICE,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,MIXED PRUNUS,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,MOJITO LYCHEE,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,PINEAPPLE LEMON WATERMELON,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,RASPBERRY GRAPE,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,RAZZ COLA,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,SALTED LEMON,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,SIBERIAN BERRIES,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,STRAWBERRY GRAPEFRUIT,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,STRAWBERRY SUNDAE,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,TOBACCO,,310,,300,,290,,
ОЭСДН PUFFMI PURE 12000 затяжек,WATERMELON ICE,,310,,300,,290,,
ОЭСДН PUFFMI PURE 20000 затяжек,ЛЕДЯНАЯ МЯТА,,850,,840,,830,,
ОЭСДН PUFFMI PURE 20000 затяжек,РУБИНОВО-КРАСНЫЙ ГРЕЙПФРУТ,,850,,840,,830,,
ОЭСДН PUFFMI PURE 20000 затяжек,ЧЕРНЫЙ ЧАЙ С ЛИМОНОМ,,850,,840,,830,,
ОЭСДН PUFFMI TANK 16000 затяжек,АНАНАСОВЫЙ КАЛЬЯН,,330,,320,,310,,
